Product;Brands;Sub-Brands;Objective;Month;Platform;Tier;KOL Name;Category;Link Post;;;Followers Number;Actual Spends (IDR);Reach;Views;Likes;Comments;Share;ER;ER Views (%);VR (%);CPV (Rp)
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Erfan;Lifestyle;https://vt.tiktok.com/ZSuNeBM9W/;;;30500;950000;28900;31785;204;11;23;0,78%;0,75%;104,21%;29,8883121
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Citra Anggraeni;Lifestyle;https://vt.tiktok.com/ZSuYR1sEp/;;;10605;950000;247;287;8;2;0;0,09%;3,48%;2,71%;3310,10453
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Evita Prasetya;Lifestyle;https://vt.tiktok.com/ZSuFEDspJ/;;;10500;950000;129;154;50;41;4;0,90%;61,69%;1,47%;6168,831169
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Alsya Ika Ameilia;Lifestyle;https://vt.tiktok.com/ZSQMPG6dN/;;;22000;1150000;4900;5124;181;19;10;0,95%;4,10%;23,29%;224,4340359
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Andi Ratna Maharani;Lifestyle;https://vt.tiktok.com/ZSQM2Wa2y/;;;12800;1150000;2900;3023;202;27;23;1,97%;8,34%;23,62%;380,4168045
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Shuly Sabillia;Lifestyle;https://vt.tiktok.com/ZSQMCHGDM/;;;16800;1150000;2700;2891;167;13;9;1,13%;6,54%;17,21%;397,7862331
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Safira majid amani;Lifestyle;https://vt.tiktok.com/ZSQMLg8w5/;;;12600;1150000;2100;2460;139;4;6;1,18%;6,06%;19,52%;467,4796748
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Oriza sativa;Lifestyle;https://vt.tiktok.com/ZSQrSwTFS/;;;51000;1150000;2412;2413;132;22;7;0,32%;6,67%;4,73%;476,5851637
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;April hatini;Lifestyle;https://vt.tiktok.com/ZSQMBPmdF/;;;26800;1150000;2100;2127;8;3;108;0,44%;5,59%;7,94%;540,667607
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Lisa M;Lifestyle;https://vt.tiktok.com/ZSQhKomUn/;;;10800;1150000;331;1121;100;1;5;0,98%;9,46%;10,38%;1025,869759
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;kiky almira;Lifestyle;https://vt.tiktok.com/ZSQMLbg4y/;;;21600;1150000;720;1048;7;8;0;0,07%;1,43%;4,85%;1097,328244
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Septiana Ragil;Lifestyle;https://vt.tiktok.com/ZSQh3Sjn3/;;;16200;1150000;383;818;100;0;1;0,62%;12,35%;5,05%;1405,867971
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Iyos Rosmiati;Lifestyle;https://vt.tiktok.com/ZSQMLxSff/;;;10500;1150000;451;564;11;1;4;0,15%;2,84%;5,37%;2039,007092
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Desy Ratnasari;Lifestyle;https://vt.tiktok.com/ZSQhv8Bqm/;;;12000;1150000;112;127;17;10;1;0,23%;22,05%;1,06%;9055,11811
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Macro;Lhily Nazaya;Lifestyle;https://vt.tiktok.com/ZS9C8GL2S/;;;200000;7500000;1600000;2032408;856;6;20;0,44%;0,04%;1016,20%;3,690203935
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Idho Chaniago;Lifestyle;https://vt.tiktok.com/ZS9fxe4NE/;;;57400;6750000;1600000;2891136;5018;26;188;9,11%;0,18%;5036,82%;2,334722407
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Naufal Architect;Lifestyle;https://vt.tiktok.com/ZS95nrDtc/;;;62300;9750000;12800;15747;1381;125;41;2,48%;9,82%;25,28%;619,1655553
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;dr Noah Permana;Health;https://vt.tiktok.com/ZS9qTYpdV/;;;11500;9000000;11100;11742;1040;0;17;9,19%;9,00%;102,10%;766,4793051
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Cahyani;Lifestyle;https://vt.tiktok.com/ZS9p7UQMX/;;;45500;5250000;1300;1328;23;4;5;0,07%;2,41%;2,92%;3953,313253
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Anjelikush;Lifestyle;https://vt.tiktok.com/ZSxSVEkB7/;;;37900;24600000;2600000;3564968;7415;48;292;20,46%;0,22%;9406,25%;6,900482697
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Dika;Lifestyle;https://vt.tiktok.com/ZSxjwXY5d/;;;11200;10000000;5700;6992;128;0;1;1,15%;1,84%;62,43%;1430,20595
Health Supplement;Enervon;Enervon Gold;Consideration;May-26;TikTok;Nano;Fauzan Nibras;Lifestyle;https://vt.tiktok.com/ZSxq9v8HE/;;;9633;4500000;1200;1388;34;1;5;0,42%;2,88%;14,41%;3242,074928
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Apr-26;TikTok;Macro;kei.savourie;Lifestyle;https://vt.tiktok.com/ZS9y3gNyf/;;;171500;28000000;689000;786000;1077;4;22;0,64%;0,14%;458,31%;35,62340967
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Apr-26;TikTok;Mega;sundarindah;Lifestyle;https://www.tiktok.com/@sundarindah/video/7631554954813066517;;;1000000;42000000;608600;1100495;4702;79;253;0,50%;0,46%;110,05%;38,16464409
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Rika Nurlia;Lifestyle;https://vt.tiktok.com/ZSuFA1LtV/;;;11104;930000;972;1163;116;2;7;1,13%;10,75%;10,47%;799,6560619
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Dela riskiana;Lifestyle;https://vt.tiktok.com/ZSuFwBN16/;;;15000;930000;168;237;258;2;105;2,43%;154,01%;1,58%;3924,050633
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Nurul Fitria Sya'bani;Lifestyle;https://vt.tiktok.com/ZSmwb5oYc/;;;2594;930000;191;408;148;44;16;8,02%;50,98%;15,73%;2279,411765
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Eva Dewi;Lifestyle;https://vt.tiktok.com/ZSuLqXEKm/;;;17500;930000;2800;4320;182;16;33;1,32%;5,35%;24,69%;215,2777778
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Sri Asih;Lifestyle;https://vt.tiktok.com/ZSuDGSvkS/;;;12500;930000;95;116;3;1;0;0,03%;3,45%;0,93%;8017,241379
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Febri Eka;Lifestyle;https://vt.tiktok.com/ZSu1ekrqs/;;;1153;930000;118;181;30;27;16;6,33%;40,33%;15,70%;5138,121547
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Stephany;Lifestyle;https://vt.tiktok.com/ZSuJQT2vv/;;;13100;930000;1300;1473;41;14;7;0,47%;4,21%;11,24%;631,3645621
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Nia Kurniasih;Lifestyle;https://vt.tiktok.com/ZSur7AQoM/;;;35000;930000;1600;1973;89;10;24;0,35%;6,23%;5,64%;471,363406
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Disa Muslimahnita;Lifestyle;https://vt.tiktok.com/ZSujRdQ5L/;;;11000;930000;124;6229;136;6;155;2,70%;4,77%;56,63%;149,3016536
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Mepa pradipta;Lifestyle;https://vt.tiktok.com/ZSuMKQnvF/;;;15400;930000;2300;2331;246;12;12;1,75%;11,58%;15,14%;398,970399
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Kharisma Iftitah Levyana;Lifestyle;https://vt.tiktok.com/ZSueHaBnp/;;;2625;930000;452;1317;10;1;3;0,53%;1,06%;50,17%;706,1503417
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Ika Puji Prihatini;Lifestyle;https://vt.tiktok.com/ZSuLyn3ng/;;;12800;930000;133;184;18;14;24;0,44%;30,43%;1,44%;5054,347826
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Mauli Safitri;Lifestyle;https://vt.tiktok.com/ZSuN9mxsD/;;;2000;930000;73;353;61;55;6;6,10%;34,56%;17,65%;2634,560907
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Zahra Athira;Lifestyle;https://vt.tiktok.com/ZSukHqJj6/;;;1200;930000;265;406;4;2;1;0,58%;1,72%;33,83%;2290,640394
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Mayda;Lifestyle;https://vt.tiktok.com/ZSmwn2fvA/;;;5732;930000;93;5203;141;13;5;2,77%;3,06%;90,77%;178,7430329
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;lulaluna;Lifestyle;https://vt.tiktok.com/ZSujWnurg/;;;4932;930000;100;3859;348;21;131;10,14%;12,96%;78,24%;240,9950764
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Syarifah;Lifestyle;https://www.tiktok.com/@syarifha1010/video/7613195558521474322;;;1000;930000;83;197;50;18;4;7,20%;36,55%;19,70%;4720,812183
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Tengku Ulya;Lifestyle;https://vt.tiktok.com/ZSuNGcRJp/;;;11635;930000;6200;6507;449;43;1;4,24%;7,58%;55,93%;142,923006
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Ratna Riska Yuliana;Lifestyle;https://vt.tiktok.com/ZSuNB2Y36/;;;14600;930000;121;143;12;2;4;0,12%;12,59%;0,98%;6503,496503
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Ingrid ekklessia;Lifestyle;https://vt.tiktok.com/ZSmKMs3YH/;;;4015;930000;185;354;50;40;11;2,52%;28,53%;8,82%;2627,118644
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Rani Aryani;Lifestyle;https://vt.tiktok.com/ZSuRLUD1P/;;;13100;930000;33;10763;129;26;1;1,19%;1,45%;82,16%;86,40713556
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Ridawana Alifkah;Lifestyle;https://vt.tiktok.com/ZSu2kmbUk/;;;2508;930000;74;105;10;0;1;0,44%;10,48%;4,19%;8857,142857
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Debby;Lifestyle;https://vt.tiktok.com/ZSuDc1a6H/;;;12800;930000;24;6196;18;17;2;0,29%;0,60%;48,41%;150,0968367
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Nur Zubaidah;Lifestyle;https://vt.tiktok.com/ZSujdqgSK/;;;12900;930000;632;1056;41;35;13;0,69%;8,43%;8,19%;880,6818182
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Dian Ayu Ratnasari;Lifestyle;https://vt.tiktok.com/ZSu8rjv6M/;;;24200;930000;150;253;161;45;1;0,86%;81,82%;1,05%;3675,889328
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Nano;Tasya;Lifestyle;https://vt.tiktok.com/ZSuFTsP3V/;;;6166;930000;189;414;30;13;15;0,94%;14,01%;6,71%;2246,376812
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Dwi Ayu Febriyani;Lifestyle;https://vt.tiktok.com/ZSuhUo6UV/;;;20100;930000;2000;3842;183;8;23;1,06%;5,57%;19,11%;242,0614263
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Dela Yogahara;Lifestyle;https://vt.tiktok.com/ZSuRABPPg/;;;36600;930000;1200;1575;81;30;7;0,32%;7,49%;4,30%;590,4761905
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Nano;Nana Lutfiana;Lifestyle;https://vt.tiktok.com/ZSuRRWo3b/;;;8230;930000;1700;2070;192;60;95;4,22%;16,76%;25,15%;449,2753623
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Farah Adelia Puspita;Lifestyle;https://vt.tiktok.com/ZSuR8h771/;;;10400;930000;61;1117;133;24;9;1,60%;14,86%;10,74%;832,5872874
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Ayu sekar;Lifestyle;https://vt.tiktok.com/ZSuDcuUPk/;;;36000;930000;4400;5121;31;22;4;0,16%;1,11%;14,23%;181,6051552
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Nano;Waluya Ningrum;Lifestyle;https://vt.tiktok.com/ZSuhNDH3X/;;;2952;930000;1300;1332;93;30;46;5,72%;12,69%;45,12%;698,1981982
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Nano;Ika rizki rahmawati;Lifestyle;https://vt.tiktok.com/ZSuYUpYAH/;;;6300;930000;1800;2135;109;26;3;2,19%;6,46%;33,89%;435,5971897
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Rindi Surdiana Wati;Lifestyle;https://vt.tiktok.com/ZSuNDMcYn/;;;10700;930000;142;1259;100;42;59;1,88%;15,97%;11,77%;738,6814932
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Meiliana Sirajuddin;Lifestyle;https://vt.tiktok.com/ZSuFwCU5F/;;;34000;930000;41;110;12;10;15;0,11%;33,64%;0,32%;8454,545455
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Nano;Diyniyah;Lifestyle;https://vt.tiktok.com/ZSuYRSjmd/;;;1223;930000;35;55;4;4;1;0,74%;16,36%;4,50%;16909,09091
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Desty arminah amiq;Lifestyle;https://vt.tiktok.com/ZSuLuKGFA/;;;16300;930000;1900;2056;63;10;6;0,48%;3,84%;12,61%;452,3346304
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Nano;Dea Indah Hariadi;Lifestyle;https://vt.tiktok.com/ZSujNj1Xx/;;;5000;930000;1200;1358;86;48;1;2,70%;9,94%;27,16%;684,8306333
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Nano;Ririn febi;Lifestyle;https://vt.tiktok.com/ZSuDWX5Ns/;;;3274;930000;30;12999;4;1;1;0,18%;0,05%;397,04%;71,54396492
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Nano;Resha Rizky Awalia;Lifestyle;https://vt.tiktok.com/ZSu2YeVuq/;;;1099;930000;44;1820;11;9;1;1,91%;1,15%;165,61%;510,989011
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Dewi Retnosari;Lifestyle;https://vt.tiktok.com/ZSu6bXp1C/;;;12100;930000;76;427;6;7;0;0,11%;3,04%;3,53%;2177,985948
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Istiqomah Gayatri;Lifestyle;https://vt.tiktok.com/ZSuNG9CAa/;;;14800;930000;902;4430;64;1;0;0,44%;1,47%;29,93%;209,9322799
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Apr-26;TikTok;Nano;Anggita;Lifestyle;https://vt.tiktok.com/ZSuFocPm8/;;;3085;930000;8400;10923;644;21;9;21,85%;6,17%;354,07%;85,14144466
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Apr-26;TikTok;Nano;Ayu windari;Lifestyle;https://vt.tiktok.com/ZSu269cnH/;;;2052;930000;221;485;136;68;221;20,71%;87,63%;23,64%;1917,525773
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Uswatun khasanah;Lifestyle;https://vt.tiktok.com/ZSuD6c2jK/;;;15600;930000;32;1724;99;0;6;0,67%;6,09%;11,05%;539,4431555
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Mustika Anggraini;Lifestyle;https://vt.tiktok.com/ZSuDsoXXb/;;;2430;930000;73;105;2;0;0;0,08%;1,90%;4,32%;8857,142857
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Norma Mustika;Lifestyle;https://vt.tiktok.com/ZSuNsxhxV/;;;11600;930000;132;184;61;55;13;1,11%;70,11%;1,59%;5054,347826
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Ratih Siswanti Fauzi;Lifestyle;https://vt.tiktok.com/ZSuRe9G9v/;;;14600;930000;1600;1809;115;6;10;0,90%;7,24%;12,39%;514,0961857
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Mei Hardianti;Lifestyle;https://vt.tiktok.com/ZSuLBmQ5m/;;;12200;930000;107;131;13;5;5;0,19%;17,56%;1,07%;7099,236641
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Uji Mainnatun Khasanah;Lifestyle;https://vt.tiktok.com/ZSuFvTpaV/;;;29900;930000;1600;1801;119;5;3;0,42%;7,05%;6,02%;516,379789
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Tri nur sarifah;Lifestyle;https://vt.tiktok.com/ZSu2B83SW/;;;2447;930000;1100;1588;103;0;0;4,21%;6,49%;64,90%;585,6423174
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Diah Awalokiteswari;Lifestyle;https://vt.tiktok.com/ZSuRaC4b9/;;;10200;930000;119;367;47;12;2;0,60%;16,62%;3,60%;2534,059946
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Yunita Padilah;Lifestyle;https://vt.tiktok.com/ZSuAPPwDb/;;;12000;930000;146;201;6;0;0;0,05%;2,99%;1,68%;4626,865672
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Irma kautsari;Lifestyle;https://vt.tiktok.com/ZSuFG55Yh/;;;65800;930000;52;5714;502;0;0;0,76%;8,79%;8,68%;162,7581379
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Yuni Savitri;Lifestyle;https://vt.tiktok.com/ZSujU6YyT/;;;36500;930000;3600;3904;158;24;9;0,52%;4,89%;10,70%;238,2172131
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Ranti Aisyah;Lifestyle;https://vt.tiktok.com/ZSurPYmHo/;;;3430;930000;107;623;58;10;44;3,27%;17,98%;18,16%;1492,776886
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Winda purnamasari;Lifestyle;https://vt.tiktok.com/ZSuasgh4s/;;;24700;930000;4700;5190;58;0;11;0,28%;1,33%;21,01%;179,1907514
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Erni Juningsih;Lifestyle;https://vt.tiktok.com/ZSuD64qAg/;;;7900;930000;2000;2177;62;2;15;1,00%;3,63%;27,56%;427,1933854
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Mayang Rosaria;Lifestyle;https://vt.tiktok.com/ZSuB152J4/;;;14500;930000;10400;10519;526;82;7;4,24%;5,85%;72,54%;88,41144595
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;irna nurul kamila;Lifestyle;https://vt.tiktok.com/ZSuFNtcvh/;;;17500;930000;471;733;31;9;7;0,27%;6,41%;4,19%;1268,758527
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Aditya Putri;Lifestyle;https://vt.tiktok.com/ZSuACe4mf/;;;3200;930000;107;192;26;6;69;3,16%;52,60%;6,00%;4843,75
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Alvi septi;Lifestyle;https://vt.tiktok.com/ZSuDMUyGb/;;;7200;930000;2100;2496;168;33;4;2,85%;8,21%;34,67%;372,5961538
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Kiki elita silviana;Lifestyle;https://vt.tiktok.com/ZSuAgkGhF/;;;5132;930000;69;85;11;0;0;0,21%;12,94%;1,66%;10941,17647
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Muhibah;Lifestyle;https://vt.tiktok.com/ZSuAaL59w/;;;1691;930000;7;7;3;0;1;0,24%;57,14%;0,41%;132857,1429
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Ilma Fara Ananda;Lifestyle;https://vt.tiktok.com/ZSuL9ERUe/;;;14100;930000;178;748;103;19;7;0,91%;17,25%;5,30%;1243,315508
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Fika Karunia;Lifestyle;https://vt.tiktok.com/ZSujvFta1/;;;1300;930000;1000;1529;7;0;0;0,54%;0,46%;117,62%;608,2406802
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Micro;Leni Agustina;Lifestyle;https://vt.tiktok.com/ZSuY1MS7s/;;;10300;930000;3200;3523;156;2;3;1,56%;4,57%;34,20%;263,9795629
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Macro;Nurvar;Lifestyle;https://vt.tiktok.com/ZSuA8npPF/;;;110000;930000;35900;39799;1100;7;32;1,04%;2,86%;36,18%;23,36742129
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Nano;Rini Siti M;Lifestyle;https://vt.tiktok.com/ZSuBwxSvp/;;;4407;930000;189;313;112;57;3;3,90%;54,95%;7,10%;2971,246006
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Nano;Tika mayzasi;Lifestyle;https://vt.tiktok.com/ZSuYD4qs4/;;;6940;930000;2200;2456;250;13;6;3,88%;10,95%;35,39%;378,6644951
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Ayuni Wulandari;Lifestyle;https://vt.tiktok.com/ZSuMDXtxM/;;;28000;930000;118;1073;43;28;18;0,32%;8,29%;3,83%;866,7287978
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Arlin Irliana;Lifestyle;https://vt.tiktok.com/ZSuYwqF5f/;;;11700;930000;112;181;92;31;28;1,29%;83,43%;1,55%;5138,121547
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;shabrina tsurraya;Lifestyle;https://vt.tiktok.com/ZSuDxYKuS/;;;13400;930000;666;706;94;8;17;0,89%;16,86%;5,27%;1317,280453
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Nano;Utari oktavia;Lifestyle;https://vt.tiktok.com/ZSu6nvQdh/;;;5193;930000;1500;1708;120;23;5;2,85%;8,67%;32,89%;544,4964871
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Niken Rizki;Lifestyle;https://vt.tiktok.com/ZSuA31ejc/;;;15500;930000;2800;6020;65;22;4;0,59%;1,51%;38,84%;154,4850498
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Ayu Fitri Lestari;Lifestyle;https://vt.tiktok.com/ZSu2hbqpT/;;;10500;930000;419;2099;149;2;166;3,02%;15,10%;19,99%;443,0681277
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Rahmadiana;Lifestyle;https://vt.tiktok.com/ZSuAQq6qE/;;;29000;930000;457;753;372;48;10;1,48%;57,10%;2,60%;1235,059761
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Nano;Ajeng Fatikhatul Muflikhah;Lifestyle;https://vt.tiktok.com/ZSu2DMD64/;;;4110;930000;97;157;22;15;5;1,02%;26,75%;3,82%;5923,566879
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Nano;Anggita Putri;Lifestyle;https://vt.tiktok.com/ZSuFXeFtg/;;;3087;930000;805;1706;138;18;30;6,03%;10,90%;55,26%;545,1348183
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;Ayu Asmaliah;Lifestyle;https://vt.tiktok.com/ZSuDVAMW5/;;;11400;930000;174;1862;9;9;8;0,23%;1,40%;16,33%;499,4629431
Health Supplement;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Mega;kepalakeluarga.id;Lifestyle;https://www.instagram.com/p/DYhQmoBj5rs/?igsh=YzlhYjk2dXJwODhy;;;1100000;6000000;535497;521330;305;7;44;0,03%;0,07%;47,39%;11,50902499
Health Supplement;Enervon;Enervon-C;Consideration;Apr-26;TikTok;Micro;Audrey Jesslyn;Lifestyle;https://www.tiktok.com/@audreyjesslyn/video/7633760852302171409?_r=1&_t=ZS-95umgZYBKK0;;;29800;10725000;2100;3325;227;4;1;0,78%;6,98%;11,16%;3225,56391
Health Supplement;Enervon;Enervon-C;Consideration;Apr-26;TikTok;Micro;Intan berlian;Lifestyle;https://vt.tiktok.com/ZS9UD4kKQ/;;;61200;3000000;8500;8949;1349;2;3;2,21%;15,13%;14,62%;335,2329869
Health Supplement;Enervon;Enervon-C;Consideration;Apr-26;TikTok;Micro;fuddumps;Lifestyle;https://vt.tiktok.com/ZS9SX7Hhu/;;;52600;4000000;29800;35025;1783;10;10;3,43%;5,15%;66,59%;114,2041399
Health Supplement;Enervon;Enervon-C;Consideration;Apr-26;TikTok;Macro;aksyif_fikri;Lifestyle;https://vt.tiktok.com/ZS9fUfhQx/;;;154000;12375000;13500;114348;812;7;8;0,54%;0,72%;74,25%;108,2222689
Health Supplement;Enervon;Enervon-C;Consideration;Feb-26;TikTok;Macro;Nashani;Lifestyle;https://vt.tiktok.com/ZSu1ehmpL/;;;157900;9240000;15000;20575;491;6;9;0,32%;2,46%;13,03%;449,0886999
Health Supplement;Enervon;Enervon-C;Consideration;Feb-26;TikTok;Macro;Cindyarmedia;Lifestyle;https://vt.tiktok.com/ZSm4NTCa6/;;;395600;20625000;534200;1084050;1525;8;52;0,40%;0,15%;274,03%;19,02587519
