Category;Brands;Sub-Brands;Objective;Month;Platform;Tier;KOL Name;Category;Link Post;Followers Number;Actual Spends (IDR);Reach;Views;Likes;Comments;Share;ER;ER Views (%);VR (%);CPV (Rp)
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Lia Kartini;Lifestyle;https://vt.tiktok.com/ZSu2LpY75/;13100;950000;160;857;37;17;0;0,41%;6,30%;6,54%;Rp1.108,52
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Niken karunia sari;Lifestyle;https://vt.tiktok.com/ZSuYo4THq/;11200;950000;168;203;36;5;0;0,37%;20,20%;1,81%;Rp4.679,80
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Veni nabilla;Lifestyle;https://vt.tiktok.com/ZSu613DWM/;21900;950000;168;3327;73;2;1;0,35%;2,28%;15,19%;Rp285,54
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Lisa Nuraini;Lifestyle;https://vt.tiktok.com/ZSuLxNTnY/;23000;950000;937;3672;370;19;6;1,72%;10,76%;15,97%;Rp258,71
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Aprillia diah utami;Lifestyle;https://vt.tiktok.com/ZSuLfPEEU/;12766;950000;10308;22812;178;16;21;1,68%;0,94%;178,69%;Rp41,64
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Chintia Caesariany;Lifestyle;https://vt.tiktok.com/ZSu2rMNET/;20700;950000;656;702;12;0;1;0,06%;1,85%;3,39%;Rp1.353,28
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Zunita Shara Arubaiyah;Lifestyle;https://vt.tiktok.com/ZSuYgJSuw/;10900;950000;120;959;15;2;3;0,18%;2,09%;8,80%;Rp990,62
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Dwi Syefria Ningsih;Lifestyle;https://vt.tiktok.com/ZSuYRNpYh/;15700;950000;105;6759;44;30;9;0,53%;1,23%;43,05%;Rp140,55
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Puji hidayati;Lifestyle;https://vt.tiktok.com/ZSuLX2FRp/;17000;950000;5000;7660;294;22;21;1,98%;4,40%;45,06%;Rp124,02
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Fipit yulianti;Lifestyle;https://vt.tiktok.com/ZSu81Rnx1/;20300;950000;3100;3136;78;1;1;0,39%;2,55%;15,45%;Rp302,93
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Istiqomah Gayatri;Lifestyle;https://vt.tiktok.com/ZSuLqPLLM/;14800;950000;1100;5315;68;18;13;0,67%;1,86%;35,91%;Rp178,74
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Citra Amalia;Lifestyle;https://vt.tiktok.com/ZSu2jDLVS/;11200;950000;233;1266;36;24;41;0,90%;7,98%;11,30%;Rp750,39
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Atika Rahmayanti;Lifestyle;https://vt.tiktok.com/ZSu27by9E/;12000;950000;7000;10845;694;65;28;6,56%;7,26%;90,38%;Rp87,60
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Rika Yusnia Putri;Lifestyle;https://vt.tiktok.com/ZSuLCRHNQ/;14500;950000;2100;5320;128;33;31;1,32%;3,61%;36,69%;Rp178,57
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Fika;Lifestyle;https://vt.tiktok.com/ZSu82wkrF/;245000;950000;3600;4760;195;19;19;0,10%;4,89%;1,94%;Rp199,58
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Nonik Nur M;Lifestyle;https://vt.tiktok.com/ZSuYjS1RK/;12000;950000;1800;3797;250;33;97;3,17%;10,01%;31,64%;Rp250,20
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Ridatiningsih;Lifestyle;https://vt.tiktok.com/ZSuY6X8oB/;23000;950000;1300;1379;116;0;0;0,50%;8,41%;6,00%;Rp688,91
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Diah Awalokiteswari;Lifestyle;https://vt.tiktok.com/ZSuNkSRXK/;10200;950000;99;569;27;8;3;0,37%;6,68%;5,58%;Rp1.669,60
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;fitri hidayanti;Lifestyle;https://vt.tiktok.com/ZSuF7LMXw/;12600;950000;218;257;40;18;13;0,56%;27,63%;2,04%;Rp3.696,50
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Tutut Handayani;Lifestyle;https://vt.tiktok.com/ZSuY1nWdw/;45000;950000;382;452;21;2;0;0,05%;5,09%;1,00%;Rp2.101,77
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;May-26;TikTok;Macro;arsipamira;Lifestyle;https://vt.tiktok.com/ZSxMvB6Wh/;47900;2640000;16700;286987;143;9;1;0,32%;0,05%;599,14%;Rp9,20
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;May-26;TikTok;Macro;Fierrlia;Lifestyle;https://vt.tiktok.com/ZSxutr3Ph/;204600;11550000;318400;508603;1391;5;31;0,70%;0,28%;248,58%;Rp22,71
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;May-26;TikTok;Macro;adha.rzky;Lifestyle;https://vt.tiktok.com/ZSxutHj5v/;51200;8000000;26600;40474;1539;40;31;3,14%;3,98%;79,05%;Rp197,66
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;May-26;TikTok;Macro;ericashintia;Lifestyle;https://vt.tiktok.com/ZSxutr3Ph/;48900;3547500;2300;3218;106;4;7;0,24%;3,64%;6,58%;Rp1.102,39
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;May-26;TikTok;Macro;ridhomlnn;Lifestyle;https://vt.tiktok.com/ZSxpfjK2x/;438500;14520000;13800;19323;1562;41;26;0,37%;8,43%;4,41%;Rp751,44
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;May-26;TikTok;Macro;ficrafth;Lifestyle;https://vt.tiktok.com/ZSxAc1As9/;2200000;16500000;28300;35643;1849;26;4;0,09%;5,27%;1,62%;Rp462,92
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Macro;mrs.allx;Lifestyle;https://vt.tiktok.com/ZSXNcX1y8/;471000;5610000;55000;70000;1042;27;59;0,24%;1,61%;14,86%;Rp80,14
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Macro;septian_amd;Lifestyle;https://vt.tiktok.com/ZSCnMqn6d/;147300;2062500;2200000;3700000;8121;36;194;5,67%;0,23%;2511,88%;Rp0,56
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Macro;paparayyyy;Lifestyle;https://vt.tiktok.com/ZSCtMC2Ay/;131000;8250000;61200;79000;776;6;44;0,63%;1,05%;60,31%;Rp104,43
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Macro;chikaasss;Lifestyle;https://vt.tiktok.com/ZSXWTT8QU/;695000;12805500;1500;1800;69;4;4;0,01%;4,28%;0,26%;Rp7.114,17
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Mega Gilang Cempaka;Lifestyle;https://www.tiktok.com/@megacempaka/video/7660907466812689684?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;16400;971429;7000;8448;42;26;30;0,60%;1,16%;51,51%;Rp114,99
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Riskisafira;Lifestyle;https://www.tiktok.com/@riskisafira27/video/7660314791398870293?is_from_webapp=1&sender_device=pc;23200;971429;1300;2313;43;0;9;0,22%;2,25%;9,97%;Rp419,99
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Pegi Wulandari;Lifestyle;https://www.tiktok.com/@pwddaily/video/7660445887201660180?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;11100;971429;3600;3755;15;3;6;0,22%;0,64%;33,83%;Rp258,70
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Destri Lestari;Lifestyle;https://www.tiktok.com/@des3lestari/video/7660935511330131220?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;13300;971429;4506;5633;78;36;219;2,50%;5,91%;42,35%;Rp172,45
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Andi Ratna M;Lifestyle;https://www.tiktok.com/@andiratnam/video/7660518446228049160?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;12700;971429;3800;4830;127;12;13;1,20%;3,15%;38,03%;Rp201,12
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Robit Fahrubi;Lifestyle;https://www.tiktok.com/@albertnotrobet/video/7660394134083259655?is_from_webapp=1&sender_device=pc;65800;971429;1000;1042;38;5;0;0,07%;4,13%;1,58%;Rp932,27
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Zhafira;Lifestyle;https://www.tiktok.com/@mishbahrahmayani/video/7660512670772415765?is_from_webapp=1&sender_device=pc;103100;971429;1600;2570;8;2;4;0,01%;0,54%;2,49%;Rp377,99
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Nila Matsuna;Lifestyle;https://www.tiktok.com/@nilalalamatsu92/video/7660758803830312200?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;14300;971429;5225;6531;32;19;12;0,44%;0,96%;45,67%;Rp148,74
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Desi Novita;Lifestyle;https://www.tiktok.com/@desnov1812/video/7660835926850997524?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;62000;971429;4675;5844;15;0;21;0,06%;0,62%;9,43%;Rp166,23
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Rika Ria;Lifestyle;https://www.tiktok.com/@rikariaf/video/7660137293965167892?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;28400;971429;1900;2807;206;85;7;1,05%;10,62%;9,88%;Rp346,07
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Sarah Ivanda;Lifestyle;https://www.tiktok.com/@sarahivanda/video/7659712618487090439?is_from_webapp=1&sender_device=pc;14300;971429;76;4673;195;1;9;1,43%;4,39%;32,68%;Rp207,88
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Aul;Lifestyle;https://www.tiktok.com/@geminigurlll050/video/7660061461837892885?is_from_webapp=1&sender_device=pc;79300;971429;16;1099;102;9;1;0,14%;10,19%;1,39%;Rp883,92
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Rahadita;Lifestyle;https://www.tiktok.com/@mommydita2/video/7659101077555449108?is_from_webapp=1&sender_device=pc;10600;971429;90;869;28;16;3;0,44%;5,41%;8,20%;Rp1.117,87
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Asholihaa;Lifestyle;https://www.tiktok.com/@asholihaa/video/7659965845367622933?is_from_webapp=1&sender_device=pc;61700;971429;7300;8096;16;0;0;0,03%;0,20%;13,12%;Rp119,99
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Dhita Oktarina Putri;Lifestyle;https://www.tiktok.com/@dhitaoktaputri/video/7659709122887044359?is_from_webapp=1&sender_device=pc;13000;971429;27;40;5;0;0;0,04%;12,50%;0,31%;Rp24.285,73
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Rosaline Madeline;Lifestyle;https://www.tiktok.com/@rslmydln/video/7659831977167637778;18700;971429;336;590;130;2;4;0,73%;23,05%;3,16%;Rp1.646,49
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Alsya Ika;Lifestyle;https://www.tiktok.com/@zafranmamaaaaa/video/7659696199900859668?is_from_webapp=1&sender_device=pc;11400;971429;3500;5425;108;27;114;2,18%;4,59%;47,59%;Rp179,07
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Sarah ivanda;Lifestyle;https://www.tiktok.com/@sarahivanda/video/7659712618487090439?is_from_webapp=1&sender_device=pc;14300;971429;76;4673;195;1;9;1,43%;4,39%;32,68%;Rp207,88
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Andry Gunawan;Lifestyle;https://www.tiktok.com/@sarjana.kesayanganmertua/video/7659209540419751186?is_from_webapp=1&sender_device=pc;31000;971429;3700;4564;24;0;0;0,08%;0,53%;14,72%;Rp212,85
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Gabriel Melinaw;Lifestyle;https://www.tiktok.com/@gabrielamelinaw/video/7659987899550534933?is_from_webapp=1&sender_device=pc;29800;971429;7875;7875;11;0;0;0,04%;0,14%;26,43%;Rp123,36
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Astridea Artika Arsa;Lifestyle;https://www.tiktok.com/@diaryreviewku/video/7660101368044342548?is_from_webapp=1&sender_device=pc;43900;971429;32;78;9;2;0;0,03%;14,10%;0,18%;Rp12.454,22
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Nadia Oktavia;Lifestyle;https://www.tiktok.com/@nadiaoktaviiaa/video/7659783334305860884?is_from_webapp=1&sender_device=pc;10500;971429;80;901;10;0;0;0,10%;1,11%;8,58%;Rp1.078,17
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Reni Septasia;Lifestyle;https://www.tiktok.com/@rnispta06_/video/7660090437717347605?is_from_webapp=1&sender_device=pc;47400;971429;41;110;6;0;1;0,01%;6,36%;0,23%;Rp8.831,17
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Niken Adellia;Lifestyle;https://www.tiktok.com/@adell.me/video/7659744729835244820?is_from_webapp=1&sender_device=pc;96300;971429;3400;4824;2;0;0;0,00%;0,04%;5,01%;Rp201,37
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Dita Handiyanti;Lifestyle;https://www.tiktok.com/@ditahandi_/video/7659001613910330632?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;24300;971429;12300;14900;343;17;22;1,57%;2,56%;61,32%;Rp65,20
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Ayuni Nabila Putri;Lifestyle;https://www.tiktok.com/@nabillaaa17/video/7659720780183244053?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;14100;971429;83;92;5;4;2;0,08%;11,96%;0,65%;Rp10.559,01
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Faisal Arya;Lifestyle;https://www.tiktok.com/@faisalary/video/7659039484343749908?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;18500;971429;65;65;2;0;0;0,01%;3,08%;0,35%;Rp14.945,06
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Anisa Aryant;Lifestyle;https://www.tiktok.com/@anisaaryant/video/7659303637729987858?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;14600;971429;11900;12100;181;81;243;3,46%;4,17%;82,88%;Rp80,28
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Chacha Peregrin;Lifestyle;https://www.tiktok.com/@oktavianac/video/7654837520248671495?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;22300;971429;3600;4319;149;27;26;0,91%;4,68%;19,37%;Rp224,92
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Santos Prakoso;Lifestyle;https://www.tiktok.com/@sansoohyun/video/7658468272215444754?_r=1&_t=ZS-97jsKFM4wJp;1700000;971429;4608;4841;20;4;5;0,00%;0,60%;0,28%;Rp200,67
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Safira Majid;Lifestyle;https://www.tiktok.com/@nonafira/video/7654950454492712212?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;12100;971429;4100;4380;20;2;3;0,21%;0,57%;36,20%;Rp221,79
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Naila Bilbina;Lifestyle;https://www.tiktok.com/@causeyoulose/video/7656403371754081557?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;48800;971429;4502;5018;16;3;2;0,04%;0,42%;10,28%;Rp193,59
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Rizky Rahmat Hidayat;Lifestyle;https://www.tiktok.com/@rizkyrahmat200/video/7659043362942635272?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;19800;971429;3967;3967;12;2;2;0,08%;0,40%;20,04%;Rp244,88
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Micro;Novanka;Lifestyle;https://www.tiktok.com/@spillspacebyicha/video/7659037276852292884?is_from_webapp=1&sender_device=pc;13700;971429;219;185;6;0;1;0,05%;3,78%;1,35%;Rp5.250,97
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Ratna Wati Mandasari;Lifestyle;https://www.tiktok.com/@rmanda789/video/7657907482035195156?_r=1&_t=ZS-97hIV3CJxNF;20700;971429;3600;5689;413;64;160;3,08%;11,20%;27,48%;Rp170,76
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Nickito Permata;Lifestyle;https://www.tiktok.com/@nickitobtob/video/7658513852031618312?_r=1&_t=ZS-97k5EbXIIvH;17500;971429;12200;16300;327;23;1;2,01%;2,15%;93,14%;Rp59,60
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Nonik Nur M;Lifestyle;https://www.tiktok.com/@dearshaa_/video/7657898799762853128?_r=1&_t=ZS-97hJGkyHb2D;12000;971429;3800;5062;240;25;48;2,61%;6,18%;42,18%;Rp191,91
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;elsaayunisaeri;Lifestyle;https://www.tiktok.com/@elsaayunisaeri/video/7658528038644141320?is_from_webapp=1&sender_device=pc;15200;971429;1800;2414;65;40;3;0,71%;4,47%;15,88%;Rp402,41
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Elma Liana;Lifestyle;https://www.tiktok.com/@elmaliana20/video/7658706456882990356?_r=1&_t=ZS-97l2OibZQC9;13100;971429;631;6509;60;2;92;1,18%;2,37%;49,69%;Rp149,24
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Erna Apriyanti;Lifestyle;https://www.tiktok.com/@mommynaesa/video/7658655271060786453?is_from_webapp=1&sender_device=pc;27200;971429;3700;4119;18;18;68;0,38%;2,52%;15,14%;Rp235,84
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Ratna Puspitasari;Lifestyle;https://www.tiktok.com/@fanindra.17/video/7658534945849216277?_r=1&_t=ZS-97kDYOI0vGi;10200;971429;2500;2593;27;38;21;0,84%;3,32%;25,42%;Rp374,64
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Reychal Putri;Lifestyle;https://www.tiktok.com/@reychal_putri/video/7658531221512670471?_r=1&_t=ZS-97k9W1v4fN2;14000;971429;211;339;90;0;3;0,66%;27,43%;2,42%;Rp2.865,57
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Hanifia;Lifestyle;https://www.tiktok.com/@noturcrushanym/video/7658963158450687253?_r=1&_t=ZS-97m8HA8gesm;106100;971429;124;4431;35;25;14;0,07%;1,67%;4,18%;Rp219,23
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;SELVY PUTRI;Lifestyle;https://www.tiktok.com/@selvyk/video/7657916635134594325?_r=1&_t=ZS-97i9cma7mU8;11700;971429;205;235;31;24;12;0,57%;28,51%;2,01%;Rp4.133,74
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Patricia;Lifestyle;https://www.tiktok.com/@my.ichinerary/video/7658889436905753863?_r=1&_t=ZS-97m3BsLKbU0;102400;971429;3500;5149;17;8;10;0,03%;0,68%;5,03%;Rp188,66
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;nathaniella debrina;Lifestyle;https://www.tiktok.com/@babiucu/video/7658922119312542997?_r=1&_t=ZS-97n9vN6j3DA;29400;971429;213;264;7;0;1;0,03%;3,03%;0,90%;Rp3.679,66
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Elvira Fransisca;Lifestyle;https://www.tiktok.com/@mommydita2/video/7659101077555449108?_r=1&_t=ZS-97mnzDl2wbZ;10600;971429;1300;1674;5;0;1;0,06%;0,36%;15,79%;Rp580,30
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Rico;Lifestyle;https://www.tiktok.com/@rcznotfound/video/7658545199437663509?_r=1&_t=ZS-97kvENIjvsn;15600;971429;142;177;8;0;0;0,05%;4,52%;1,13%;Rp5.488,30
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Nia Yonita;Lifestyle;https://www.tiktok.com/@naniyaaw/video/7658443003559742740?is_from_webapp=1&sender_device=pc;10700;971429;324;758;26;2;6;0,32%;4,49%;7,08%;Rp1.281,57
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Mela Amelia;Lifestyle;https://www.tiktok.com/@melaamelyaa2/video/7658642255728659719?is_from_webapp=1&sender_device=pc;13300;971429;74;95;4;0;8;0,09%;12,63%;0,71%;Rp10.225,57
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Dita Utami Sari;Lifestyle;https://www.tiktok.com/@fifa.entertain/video/7657006477671959829?is_from_webapp=1&sender_device=pc;13200;971429;645;4130;290;46;104;3,33%;10,65%;31,29%;Rp235,21
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Rizka Amalia;Lifestyle;https://www.tiktok.com/@rizkaamalia33750/video/7657856835709308178?_r=1&_t=ZS-97h4JJ9CC9a;15800;971429;15000;1713;153;61;80;1,86%;17,16%;10,84%;Rp567,09
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Nia Kurniasih;Lifestyle;https://www.tiktok.com/@nia.knia1/video/7657926932469697800?is_from_webapp=1&sender_device=pc;35200;971429;2200;4367;123;31;52;0,59%;4,72%;12,41%;Rp222,45
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Tyas;Lifestyle;https://www.tiktok.com/@tyas.styass/video/7658104049069231381?is_from_webapp=1&sender_device=pc;22400;971429;4100;5687;201;10;23;1,04%;4,11%;25,39%;Rp170,82
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Meika Deby;Lifestyle;https://www.tiktok.com/@demika20/video/7657870825315437844?is_from_webapp=1&sender_device=pc;12800;971429;3600;6023;107;20;23;1,17%;2,49%;47,05%;Rp161,29
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Nita angginia;Lifestyle;https://www.tiktok.com/@nita.angginia/video/7657137826382925074?is_from_webapp=1&sender_device=pc;18300;971429;195;1741;96;14;19;0,70%;7,41%;9,51%;Rp557,97
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Della mutia sari;Lifestyle;https://www.tiktok.com/@dellamutias/video/7658641944473652500?_r=1&_t=ZS-97kfQJeBgRR;10600;971429;3900;4580;35;20;9;0,60%;1,40%;43,21%;Rp212,10
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Agnes kristi;Lifestyle;https://www.tiktok.com/@agnezkristi/video/7657097645957188884?_r=1&_t=ZS-97daW9NdGqa;12200;971429;3700;4164;56;0;4;0,49%;1,44%;34,13%;Rp233,29
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Ayu oktaviani;Lifestyle;https://www.tiktok.com/@ayuanggunleo/video/7657907097224465682?_r=1&_t=ZS-97hIM12y9Lj;25600;971429;4700;4882;22;13;2;0,14%;0,76%;19,07%;Rp198,98
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Pradita cyntiawati;Lifestyle;https://www.tiktok.com/@cyntiayoga/video/7658535573719698709?_r=1&_t=ZS-97kBbHtU6WS;19600;971429;854;1558;3;2;0;0,03%;0,32%;7,95%;Rp623,51
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Siti fitriyani;Lifestyle;https://www.tiktok.com/@mywoman17_/video/7657544446585687303?is_from_webapp=1&sender_device=pc;21100;971429;4400;6354;211;0;1;1,00%;3,34%;30,11%;Rp152,88
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Yurinta;Lifestyle;https://www.tiktok.com/@8yourtropicalbaby/video/7657594523765329173?is_from_webapp=1&sender_device=pc;14600;971429;368;739;225;12;12;1,71%;33,69%;5,06%;Rp1.314,52
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Lukman;Lifestyle;https://www.tiktok.com/@agusluk_/video/7657468469662846229?is_from_webapp=1&sender_device=pc;108400;971429;1200;1278;65;24;4;0,09%;7,28%;1,18%;Rp760,12
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;shella leviana;Lifestyle;https://www.tiktok.com/@sh.leviana/video/7657434207614012690?is_from_webapp=1&sender_device=pc;11200;971429;4554;3300;45;31;8;0,75%;2,55%;29,46%;Rp294,37
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Tarisa desty;Lifestyle;https://www.tiktok.com/@taris908/video/7657387403623042311?is_from_webapp=1&sender_device=pc;10500;971429;380;1458;18;15;13;0,44%;3,16%;13,89%;Rp666,28
